b2kid,ts_cnt,bank_id,remarks,srl_num,event_amt,lchg_time,oper_acid,rcre_time,b2kid_type,event_type,link_b2kid,oper_crncy,margin_acid,margin_date,margin_rate,margin_type,lchg_user_id,link_srl_num,margin_crncy,rcre_user_id,event_srl_num,margin_action,treasury_rate,dnm_serial_num,entity_cre_flg,margin_srl_num,margin_tran_id,link_b2kid_type,margin_rate_code,treasury_ref_num,adjust_margin_flg,link_margin_srl_num,adjust_margin_event_flg,updated_at
DC1710021,1,1,LC MARGIN RELEASSED.,2,178000,2017-07-17T16:42:00.000000,2559106,2017-07-17T16:26:52,DOCCR,M,,NPR,2927101,2017-07-17T00:00:00.000000,0,C,PRADHUMNAN,,NPR,JB1528,1.0,R,,,Y,1,   M14820,,,,,1.0,,2024-08-07 06:48:28.855
DC1710303,1,1,LC MARGIN HELD,1,198000,2017-07-20T12:09:33,2559106,2017-07-20T11:26:21,DOCCR,S,,NPR,2927101,2017-07-20T00:00:00.000000,0,C,NAMRATAM,,NPR,AM1764,1.0,C,,,Y,1,    M4927,,,,,,,2024-08-07 06:48:28.855
DC167246,1,1,LC MARGIN RELEASED,14,27000,2017-07-23T14:25:55,91214718,2017-07-23T14:22:44,DOCCR,M,,NPR,9935399,2017-07-23T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRATINAP,13.0,R,,,Y,1,   M12161,,,,,1.0,,2024-08-07 06:48:28.855
DC1710021,1,1,LC MARGIN RELEASE,3,179000,2017-07-26T17:05:44,2559106,2017-07-26T13:08:45,DOCCR,M,,NPR,2927101,2017-07-26T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,2.0,R,,,Y,1,   M14762,,,,,1.0,,2024-08-07 06:48:28.855
DC1710287,1,1,L MARGIN RELEASE,2,175000,2017-08-04T13:51:43,2559106,2017-08-04T11:27:12,DOCCR,M,,NPR,2927101,2017-08-04T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,1.0,R,,,Y,1,   M10052,,,,,1.0,,2024-08-07 06:48:28.855
DC1710418,1,1,LC MARGIN HELD.,1,164000,2017-08-06T13:06:05,2559106,2017-08-06T12:09:36,DOCCR,S,,NPR,2927101,2017-08-06T00:00:00.000000,0,C,PRADHUMNAN,,NPR,MS1927,1.0,C,,,Y,1,    M7711,,,,,,,2024-08-07 06:48:28.855
DC1710419,1,1,LC MARGIN HELD.,1,174000,2017-08-06T13:08:55,2559106,2017-08-06T12:21:43,DOCCR,S,,NPR,2927101,2017-08-06T00:00:00.000000,0,C,PRADHUMNAN,,NPR,MS1927,1.0,C,,,Y,1,    M7836,,,,,,,2024-08-07 06:48:28.855
DC1710457,1,1,LC MARGIN HELD.,1,344000,2017-08-11T15:17:59,2559106,2017-08-11T14:59:06,DOCCR,S,,NPR,2927101,2017-08-11T00:00:00.000000,0,C,AR2573,,NPR,MS1927,1.0,C,,,Y,1,   M11871,,,,,,,2024-08-07 06:48:28.855
DC1710470,1,1,LC MARGIN HELD,1,344000,2017-08-15T17:06:06,2559106,2017-08-15T16:20:40,DOCCR,S,,NPR,2927101,2017-08-15T00:00:00.000000,0,C,AR2573,,NPR,AM1764,1.0,C,,,Y,1,   M18299,,,,,,,2024-08-07 06:48:28.855
DC1710303,1,1,ADDITIONAL MARGIN HELD,2,5000,2017-08-18T15:36:47,2559106,2017-08-18T15:08:23,DOCCR,A,,NPR,2927101,2017-08-18T00:00:00.000000,0,C,AR2573,,NPR,AM1764,1.0,C,,,Y,1,   M13163,,,,,,,2024-08-07 06:48:28.855
DC1710287,1,1,LC MARGIN RELEASE,3,176000,2017-08-20T17:37:12,2559106,2017-08-20T11:04:55,DOCCR,M,,NPR,2927101,2017-08-20T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,2.0,R,,,Y,1,   M18775,,,,,1.0,,2024-08-07 06:48:28.855
DC1710041,1,1,LC MARGIN RELEASE,2,129000,2017-08-25T16:10:24,91214718,2017-08-25T15:14:21,DOCCR,M,,NPR,9935393,2017-08-25T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,1.0,R,,,Y,1,   M11762,,,,,1.0,,2024-08-07 06:48:28.855
DC1710134,1,1,LC MARGIN RELEASED.,2,354000,2017-09-01T17:51:24,91214718,2017-09-01T17:48:03,DOCCR,M,,NPR,9935393,2017-09-01T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,R,,,Y,1,   M17160,,,,,1.0,,2024-08-07 06:48:28.855
DC1710139,1,1,LC MARGIN RELEASE,2,178000,2017-09-07T17:26:45,2559106,2017-09-07T16:46:07,DOCCR,M,,NPR,2927101,2017-09-07T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,1.0,R,,,Y,1,   M16191,,,,,1.0,,2024-08-07 06:48:28.855
DC1710303,1,1,LC MARGIN RELEAE,3,203000,2017-09-12T15:40:42,2559106,2017-09-12T14:42:34,DOCCR,M,,NPR,2927101,2017-09-12T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,1.0,R,,,Y,1,   M15593,,,,,1.0,,2024-08-07 06:48:28.855
DC1710138,1,1,LC MARGIN RELEASE,2,177000,2017-09-12T15:45:29,2559106,2017-09-12T14:26:23,DOCCR,M,,NPR,2927101,2017-09-12T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,1.0,R,,,Y,1,   M15748,,,,,1.0,,2024-08-07 06:48:28.855
DC167485,1,1,LC MARGIN HELD,3,689000,2017-09-12T18:26:50,91214718,2017-09-12T17:20:37,DOCCR,M,,NPR,9935393,2017-09-12T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AM1764,2.0,R,,,Y,1,   M19125,,,,,1.0,,2024-08-07 06:48:28.855
DC168767,1,1,LC MARGIN RELEASED,3,1151000,2017-09-12T18:35:44,91214718,2017-09-12T18:33:17,DOCCR,M,,NPR,9935393,2017-09-12T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AM1764,2.0,R,,,Y,1,   M19200,,,,,,,2024-08-07 06:48:28.855
DC167246,1,1,,15,153000,2017-09-12T18:44:00.000000,91214718,2017-09-12T18:36:30,DOCCR,M,,NPR,9935399,2017-09-12T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AM1764,14.0,R,,,Y,1,   M19269,,,,,,,2024-08-07 06:48:28.855
DC168767,1,1,LC MARGIN RELEASED.,4,576000,2017-09-15T11:30:08,91214718,2017-09-15T11:29:45,DOCCR,U,,NPR,9935393,2017-09-15T00:00:00.000000,0,C,PRADHUMNAN,,NPR,JB1528,1.0,R,,,Y,1,    M5114,,,,,,,2024-08-07 06:48:28.855
DC1710139,1,1,LC MARGIN RELEASE,3,178000,2017-09-18T18:32:31,2559106,2017-09-18T18:16:28,DOCCR,M,,NPR,2927101,2017-09-18T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,2.0,R,,,Y,1,   M18526,,,,,1.0,,2024-08-07 06:48:28.855
DC1710807,1,1,LC MARGIN HELD,1,187000,2017-09-20T17:31:52,2559106,2017-09-20T16:56:38,DOCCR,S,,NPR,2927101,2017-09-20T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NA2089,1.0,C,,,Y,1,   M24659,,,,,,,2024-08-07 06:48:28.855
DC1710138,1,1,LC MARGIN RELEASE,3,179000,2017-09-20T17:49:48,2559106,2017-09-20T17:23:11,DOCCR,M,,NPR,2927101,2017-09-20T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,2.0,R,,,Y,1,   M25273,,,,,,,2024-08-07 06:48:28.855
DC1710418,1,1,LC MARGIN RELEASED.,2,164000,2017-09-22T16:22:46,2559106,2017-09-22T13:58:38,DOCCR,U,,NPR,2927101,2017-09-22T00:00:00.000000,0,C,PRATINAP,,NPR,JB1528,1.0,R,,,Y,1,   M21253,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,LC MARGIN RELEASED.,16,105000,2017-09-25T19:36:44,91214718,2017-09-25T19:32:23,DOCCR,M,,NPR,9935399,2017-09-25T00:00:00.000000,0,C,PRATINAP,,NPR,JB1528,15.0,R,,,Y,1,   M28292,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,LC MARGIN RELEASED.,17,365000,2017-09-25T19:37:32,91214718,2017-09-25T19:37:12,DOCCR,M,,NPR,9935399,2017-09-25T00:00:00.000000,0,C,PRATINAP,,NPR,JB1528,15.0,R,,,Y,1,   M28301,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,LC MARGIN RELEASED.,18,10000,2017-09-25T19:38:40,91214718,2017-09-25T19:38:21,DOCCR,M,,NPR,9935399,2017-09-25T00:00:00.000000,0,C,PRATINAP,,NPR,JB1528,15.0,R,,,Y,1,   M28319,,,,,1.0,,2024-08-07 06:48:28.855
DC1710879,1,1,LC MARGIN HELD.,1,163000,2017-09-25T20:51:29,23562532,2017-09-25T19:57:24,DOCCR,S,,NPR,23951984,2017-09-25T00:00:00.000000,0,C,AR2573,,NPR,MS1927,1.0,C,,,Y,1,   M28770,,,,,,,2024-08-07 06:48:28.855
DC1710457,1,1,LC MARGIN RELEASE,2,171000,2017-10-03T15:50:53,2559106,2017-10-03T14:20:48,DOCCR,M,,NPR,2927101,2017-10-03T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,1.0,R,,,Y,1,   M12845,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,LC MARGIN RELEASED.,19,63000,2017-10-04T18:28:51,91214718,2017-10-04T18:20:53,DOCCR,M,,NPR,9935399,2017-10-04T00:00:00.000000,0,C,PRATINAP,,NPR,JB1528,16.0,R,,,Y,1,   M15781,,,,,1.0,,2024-08-07 06:48:28.855
DC1710457,1,1,LC MARGIN RELEASE,3,173000,2017-10-10T17:09:17,2559106,2017-10-10T11:50:55,DOCCR,M,,NPR,2927101,2017-10-10T00:00:00.000000,0,C,PRATINAP,,NPR,AK2143,2.0,R,,,Y,1,   M15716,,,,,1.0,,2024-08-07 06:48:28.855
DC1710963,1,1,LC MARGIN HELD,1,165000,2017-10-10T17:32:29,2559106,2017-10-10T16:53:39,DOCCR,S,,NPR,2927101,2017-10-10T00:00:00.000000,0,C,AR2573,,NPR,AM1764,1.0,C,,,Y,1,   M16205,,,,,,,2024-08-07 06:48:28.855
DC1710972,1,1,LC MARGIN HELD,1,329000,2017-10-12T14:28:38,2559106,2017-10-12T14:16:10,DOCCR,S,,NPR,2927101,2017-10-12T00:00:00.000000,0,C,AR2573,,NPR,AM1764,1.0,C,,,Y,1,   M11076,,,,,,,2024-08-07 06:48:28.855
DC1710973,1,1,LC MARGIN HELD,1,329000,2017-10-12T14:33:12,2559106,2017-10-12T14:19:37,DOCCR,S,,NPR,2927101,2017-10-12T00:00:00.000000,0,C,AR2573,,NPR,AM1764,1.0,C,,,Y,1,   M11260,,,,,,,2024-08-07 06:48:28.855
DC1710470,1,1,LC MARGIN RELEASED,2,171000,2017-10-13T14:42:23,2559106,2017-10-13T14:39:04,DOCCR,M,,NPR,2927101,2017-10-13T00:00:00.000000,0,C,PRATINAP,,NPR,RP1389,1.0,R,,,Y,1,   M12093,,,,,1.0,,2024-08-07 06:48:28.855
DC1711024,1,1,LC MARGIN HELD,1,108000,2017-10-17T18:42:09,2559106,2017-10-17T18:10:39,DOCCR,S,,NPR,2927101,2017-10-17T00:00:00.000000,0,C,AR2573,,NPR,AM1764,1.0,C,,,Y,1,   M25111,,,,,,,2024-08-07 06:48:28.855
DC1710470,1,1,LC MARGIN RELEASE,3,173000,2017-10-23T20:01:55,2559106,2017-10-23T12:31:27,DOCCR,M,,NPR,2927101,2017-10-23T00:00:00.000000,0,C,SATISHRS,,NPR,AK2143,2.0,R,,,Y,1,   M18165,,,,,1.0,,2024-08-07 06:48:28.855
DC1710419,1,1,LC MARGIN RELEASE,2,174000,2017-10-29T18:33:06,2559106,2017-10-29T15:52:24,DOCCR,M,,NPR,2927101,2017-10-29T00:00:00.000000,0,C,SATISHRS,,NPR,AK2143,1.0,R,,,Y,1,   M25575,,,,,1.0,,2024-08-07 06:48:28.855
DC1711101,1,1,LC MARGIN HELD.,1,183000,2017-11-02T16:28:20,2559106,2017-11-02T16:10:45,DOCCR,S,,NPR,2927101,2017-11-02T00:00:00.000000,0,C,SA0371,,NPR,MS1927,1.0,C,,,Y,1,   M16062,,,,,,,2024-08-07 06:48:28.855
DC1711116,1,1,LC MARGIN HELD,1,106000,2017-11-05T16:14:52,2559106,2017-11-05T15:30:04,DOCCR,S,,NPR,2927101,2017-11-05T00:00:00.000000,0,C,SA0371,,NPR,AM1764,1.0,C,,,Y,1,   M17800,,,,,,,2024-08-07 06:48:28.855
DC1711141,1,1,LC MARGIN HELD,1,612000,2017-11-07T17:57:16,2559106,2017-11-07T17:46:58,DOCCR,S,,NPR,2927101,2017-11-07T00:00:00.000000,0,C,SA0371,,NPR,AM1764,1.0,C,,,Y,1,   M17219,,,,,,,2024-08-07 06:48:28.855
DC1711151,1,1,LC MARGIN HELD.,1,340000,2017-11-08T18:10:08,2559106,2017-11-08T17:54:43,DOCCR,S,,NPR,2927101,2017-11-08T00:00:00.000000,0,C,SA0371,,NPR,MS1927,1.0,C,,,Y,1,   M17432,,,,,,,2024-08-07 06:48:28.855
DC1710972,1,1,LC MARGIN RELEASE,2,164000,2017-11-10T14:14:11,2559106,2017-11-10T12:15:30,DOCCR,M,,NPR,2927101,2017-11-10T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,1.0,R,,,Y,1,   M12123,,,,,1.0,,2024-08-07 06:48:28.855
DC1710879,1,1,LC MARGIN RELEASED.,2,163000,2017-11-12T18:10:41,23562532,2017-11-12T17:42:33,DOCCR,M,,NPR,23951984,2017-11-12T00:00:00.000000,0,C,NAMRATAM,,NPR,JB1528,1.0,R,,,Y,1,   M20845,,,,,1.0,,2024-08-07 06:48:28.855
DC1710807,1,1,LC MARGIN RELEASE,2,187000,2017-11-14T18:23:34,2559106,2017-11-14T17:17:25,DOCCR,M,,NPR,2927101,2017-11-14T00:00:00.000000,0,C,MM2764,,NPR,AK2143,1.0,R,,,Y,1,   M18586,,,,,1.0,,2024-08-07 06:48:28.855
DC1711024,1,1,LC MARGIN RELEASE,2,108000,2017-11-16T13:20:58,2559106,2017-11-16T12:37:52,DOCCR,M,,NPR,2927101,2017-11-16T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,1.0,R,,,Y,1,    M9920,,,,,1.0,,2024-08-07 06:48:28.855
DC1710972,1,1,LC MARGIN RELEASE,3,165000,2017-11-16T16:26:21,2559106,2017-11-16T16:24:14,DOCCR,M,,NPR,2927101,2017-11-16T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,2.0,R,,,Y,1,   M17877,,,,,1.0,,2024-08-07 06:48:28.855
DC1710973,1,1,LC MARGIN RELEASE,2,164000,2017-11-16T16:30:10,2559106,2017-11-16T10:48:03,DOCCR,M,,NPR,2927101,2017-11-16T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,1.0,R,,,Y,1,   M17966,,,,,1.0,,2024-08-07 06:48:28.855
DC1710973,1,1,LC MARGIN RELEASED.,3,165000,2017-11-24T13:38:04,2559106,2017-11-24T12:06:15,DOCCR,M,,NPR,2927101,2017-11-24T00:00:00.000000,0,C,NAMRATAM,,NPR,JB1528,2.0,R,,,Y,1,    M8546,,,,,1.0,,2024-08-07 06:48:28.855
DC1711279,1,1,LC MARGIN HELD,1,339000,2017-11-28T15:01:47,2559106,2017-11-28T14:37:49,DOCCR,S,,NPR,2927101,2017-11-28T00:00:00.000000,0,C,NAMRATAM,,NPR,AM1764,1.0,C,,,Y,1,   M13800,,,,,,,2024-08-07 06:48:28.855
DC1711318,1,1,LC MARGIN HELD.,1,870000,2017-11-30T19:38:31,22562003,2017-11-30T19:21:59,DOCCR,S,,NPR,22950800,2017-11-30T00:00:00.000000,0,C,SA0371,,NPR,MS1927,1.0,C,,,Y,1,   M21951,,,,,,,2024-08-07 06:48:28.855
DC1711322,1,1,LC MARGIN HELD,1,184000,2017-12-04T17:02:38,2559106,2017-12-04T15:56:39,DOCCR,S,,NPR,2927101,2017-12-04T00:00:00.000000,0,C,SA0371,,NPR,RS1759,1.0,C,,,Y,1,  DC23524,,,,,,,2024-08-07 06:48:28.855
DC1711151,1,1,LC MARGIN RELEAE,2,169000,2017-12-04T18:43:11,2559106,2017-12-04T18:41:29,DOCCR,M,,NPR,2927101,2017-12-04T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,1.0,R,,,Y,1,  DC25593,,,,,1.0,,2024-08-07 06:48:28.855
DC1711151,1,1,LC MARGIN RELEASE,3,171000,2017-12-11T14:16:05,2559106,2017-12-11T13:23:49,DOCCR,M,,NPR,2927101,2017-12-11T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,2.0,R,,,Y,1,  DC12728,,,,,1.0,,2024-08-07 06:48:28.855
DC1711375,1,1,LC MARGIN HELD,1,159000,2017-12-11T16:34:53,2559106,2017-12-11T16:08:59,DOCCR,S,,NPR,2927101,2017-12-11T00:00:00.000000,0,C,SA0371,,NPR,AM1764,1.0,C,,,Y,1,  DC17736,,,,,,,2024-08-07 06:48:28.855
DC1711279,1,1,LC MARGIN RELEASE,2,169000,2017-12-28T17:08:47,2559106,2017-12-28T11:05:38,DOCCR,M,,NPR,2927101,2017-12-28T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,1.0,R,,,Y,1,  DC21142,,,,,1.0,,2024-08-07 06:48:28.855
DC1711504,1,1,LC MARGIN HELD,1,188000,2017-12-31T16:45:55,2559106,2017-12-31T13:29:54,DOCCR,S,,NPR,2927101,2017-12-31T00:00:00.000000,0,C,SA0371,,NPR,AM1764,1.0,C,,,Y,1,  DC25936,,,,,,,2024-08-07 06:48:28.855
DC1711101,1,1,LC MARGIN RELEASE,2,183000,2018-01-01T14:52:56,2559106,2018-01-01T13:55:31,DOCCR,M,,NPR,2927101,2018-01-01T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,1.0,R,,,Y,1,  DC16985,,,,,1.0,,2024-08-07 06:48:28.855
DC1711318,1,1,LC MARGIN RELEASED,2,870000,2018-01-05T14:24:54,22562003,2018-01-05T14:16:05,DOCCR,M,,NPR,22950800,2018-01-05T00:00:00.000000,0,C,NAMRATAM,,NPR,RP1389,1.0,R,,,Y,1,  DC13814,,,,,1.0,,2024-08-07 06:48:28.855
DC1710963,1,1,LC MARGIN RELESE,2,145000,2018-01-07T17:54:09,2559106,2018-01-07T17:24:59,DOCCR,M,,NPR,2927101,2018-01-07T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,1.0,R,,,Y,1,  DC22656,,,,,1.0,,2024-08-07 06:48:28.855
DC1811557,1,1,LC MARGIN HELD,1,342000,2018-01-08T18:02:12,2559106,2018-01-08T17:52:57,DOCCR,S,,NPR,2927101,2018-01-08T00:00:00.000000,0,C,SA0371,,NPR,AM1764,1.0,C,,,Y,1,  DC22145,,,,,,,2024-08-07 06:48:28.855
DC1811569,1,1,LC MARGIN HELD,1,365000,2018-01-10T17:40:56,2559106,2018-01-10T17:22:35,DOCCR,S,,NPR,2927101,2018-01-10T00:00:00.000000,0,C,SA0371,,NPR,AM1764,1.0,C,,,Y,1,  DC20900,,,,,,,2024-08-07 06:48:28.855
DC1711116,1,1,LC MARGIN RELEASED,2,106000,2018-01-12T14:40:53,2559106,2018-01-12T14:33:37,DOCCR,U,,NPR,2927101,2018-01-12T00:00:00.000000,0,C,NAMRATAM,,NPR,RP1389,1.0,R,,,Y,1,  DC19368,,,,,1.0,,2024-08-07 06:48:28.855
DC1711279,1,1,LC MARGIN RELEASE,3,170000,2018-01-14T14:50:18,2559106,2018-01-14T11:48:55,DOCCR,M,,NPR,2927101,2018-01-14T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,2.0,R,,,Y,1,  DC21204,,,,,1.0,,2024-08-07 06:48:28.855
DC1711141,1,1,LC MARGIN RELEASE,2,612000,2018-01-16T17:37:49,2559106,2018-01-16T15:28:51,DOCCR,M,,NPR,2927101,2018-01-16T00:00:00.000000,0,C,SA0371,,NPR,AK2143,1.0,R,,,Y,1,  DC22881,,,,,1.0,,2024-08-07 06:48:28.855
DC1711375,1,1,LC MARGIN RELEASE,2,159000,2018-01-25T19:34:35,2559106,2018-01-25T18:51:36,DOCCR,M,,NPR,2927101,2018-01-25T00:00:00.000000,0,C,SA0371,,NPR,AK2143,1.0,R,,,Y,1,  DC20749,,,,,1.0,,2024-08-07 06:48:28.855
DC1811640,1,1,LC MARGIN HELD,1,277000,2018-01-26T14:10:40,2559106,2018-01-26T10:50:03,DOCCR,S,,NPR,2927101,2018-01-26T00:00:00.000000,0,C,SA0371,,NPR,AM1764,1.0,C,,,Y,1,  DC14234,,,,,,,2024-08-07 06:48:28.855
DC1711322,1,1,LC MARGIN RELEASE,2,184000,2018-01-28T17:32:37,2559106,2018-01-28T17:19:09,DOCCR,M,,NPR,2927101,2018-01-28T00:00:00.000000,0,C,SATISHRS,,NPR,AK2143,1.0,R,,,Y,1,  DC23897,,,,,1.0,,2024-08-07 06:48:28.855
DC1811680,1,1,LC MARGIN HELD,1,190000,2018-01-31T15:10:21,2559106,2018-01-31T14:39:16,DOCCR,S,,NPR,2927101,2018-01-31T00:00:00.000000,0,C,SA0371,,NPR,AM1764,1.0,C,,,Y,1,  DC23217,,,,,,,2024-08-07 06:48:28.855
DC1711504,1,1,LC MARGIN RELEASE,2,188000,2018-02-04T16:51:09,2559106,2018-02-04T16:31:56,DOCCR,M,,NPR,2927101,2018-02-04T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,1.0,R,,,Y,1,  DC22788,,,,,1.0,,2024-08-07 06:48:28.855
DC1811734,1,1,LC MARGIN HELD,1,185000,2018-02-08T14:59:58,2559106,2018-02-08T14:02:08,DOCCR,S,,NPR,2927101,2018-02-08T00:00:00.000000,0,C,SA0371,,NPR,UK2996,1.0,C,,,Y,1,  DC16227,,,,,,,2024-08-07 06:48:28.855
DC1811765,1,1,LC MARGIN HELD,1,173000,2018-02-14T15:18:24,2559106,2018-02-14T15:03:33,DOCCR,S,,NPR,2927101,2018-02-14T00:00:00.000000,0,C,NAMRATAM,,NPR,AM1764,1.0,C,,,Y,1,  DC21327,,,,,,,2024-08-07 06:48:28.855
DC1811780,1,1,LC MARGIN HELD,1,346000,2018-02-15T18:49:50,2559106,2018-02-15T16:20:56,DOCCR,S,,NPR,2927101,2018-02-15T00:00:00.000000,0,C,NAMRATAM,,NPR,AM1764,1.0,C,,,Y,1,  DC27477,,,,,,,2024-08-07 06:48:28.855
DC1811569,1,1,LC MARGIN RELEASE,2,365000,2018-02-20T18:46:00.000000,2559106,2018-02-20T11:33:35,DOCCR,M,,NPR,2927101,2018-02-20T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,1.0,R,,,Y,1,  DC19643,,,,,1.0,,2024-08-07 06:48:28.855
DC1811806,1,1,LC MARGIN HELD,1,354000,2018-02-22T17:08:30,2559106,2018-02-22T15:57:40,DOCCR,S,,NPR,2927101,2018-02-22T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,C,,,Y,1,  DC23519,,,,,,,2024-08-07 06:48:28.855
DC1811809,1,1,LC MARGIN HELD,1,354000,2018-02-22T17:11:07,2559106,2018-02-22T16:38:14,DOCCR,S,,NPR,2927101,2018-02-22T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,C,,,Y,1,  DC23587,,,,,,,2024-08-07 06:48:28.855
DC1811557,1,1,LC MARGIN RELEASE,2,177000,2018-02-28T16:08:46,2559106,2018-02-28T15:59:03,DOCCR,M,,NPR,2927101,2018-02-28T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,1.0,R,,,Y,1,  DC26882,,,,,1.0,,2024-08-07 06:48:28.855
DC1811557,1,1,LC MARGIN RELEASE,3,165000,2018-03-14T15:57:14,2559106,2018-03-14T15:07:59,DOCCR,M,,NPR,2927101,2018-03-14T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,2.0,R,,,Y,1,  DC23788,,,,,1.0,,2024-08-07 06:48:28.855
DC1811948,1,1,LC MARGIN HELD.,1,197000,2018-03-15T16:14:59,2559106,2018-03-15T15:38:57,DOCCR,S,,NPR,2927101,2018-03-15T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,C,,,Y,1,  DC20426,,,,,,,2024-08-07 06:48:28.855
DC1811946,1,1,LC MARGIN HELD.,1,204000,2018-03-15T16:20:01,2559106,2018-03-15T15:25:43,DOCCR,S,,NPR,2927101,2018-03-15T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,C,,,Y,1,  DC20535,,,,,,,2024-08-07 06:48:28.855
DC1811953,1,1,LC MARGIN HELD.,1,181000,2018-03-16T12:21:19,2559106,2018-03-16T11:29:32,DOCCR,S,,NPR,2927101,2018-03-16T00:00:00.000000,0,C,NAMRATAM,,NPR,SK1737,1.0,C,,,Y,1,  DC10051,,,,,,,2024-08-07 06:48:28.855
DC1811680,1,1,LC MARGTIN RELASED,2,190000,2018-03-23T15:02:49,2559106,2018-03-23T14:59:48,DOCCR,U,,NPR,2927101,2018-03-23T00:00:00.000000,0,C,NAMRATAM,,NPR,RP1389,1.0,R,,,Y,1,  DC18336,,,,,1.0,,2024-08-07 06:48:28.855
DC1811734,1,1,LC MARGIN RELEASE,2,185000,2018-04-06T14:34:20,2559106,2018-04-06T13:20:12,DOCCR,M,,NPR,2927101,2018-04-06T00:00:00.000000,0,C,SA0371,,NPR,AK2143,1.0,R,,,Y,1,  DC16785,,,,,1.0,,2024-08-07 06:48:28.855
DC1811806,1,1,LC MARGIN RELEASE,2,176000,2018-04-08T18:01:16,2559106,2018-04-08T17:44:56,DOCCR,M,,NPR,2927101,2018-04-08T00:00:00.000000,0,C,SA0371,,NPR,AK2143,1.0,R,,,Y,1,  DC28072,,,,,,,2024-08-07 06:48:28.855
DC1811780,1,1,LC MARGIN RELEASED,2,167000,2018-04-10T15:17:02,2559106,2018-04-10T15:01:55,DOCCR,M,,NPR,2927101,2018-04-10T00:00:00.000000,0,C,SA0371,,NPR,RP1389,1.0,R,,,Y,1,  DC19768,,,,,1.0,,2024-08-07 06:48:28.855
DC1811765,1,1,LC MARGIN RELEASE,2,173000,2018-04-11T17:02:27,2559106,2018-04-11T13:43:44,DOCCR,M,,NPR,2927101,2018-04-11T00:00:00.000000,0,C,SATISHRS,,NPR,AK2143,1.0,R,,,Y,1,  DC24139,,,,,1.0,,2024-08-07 06:48:28.855
DC1811806,1,1,LC MARGIN RELEASE,3,178000,2018-04-17T18:52:45,2559106,2018-04-17T17:41:26,DOCCR,M,,NPR,2927101,2018-04-17T00:00:00.000000,0,C,SATISHRS,,NPR,AK2143,2.0,R,,,Y,1,  DC24778,,,,,1.0,,2024-08-07 06:48:28.855
DC1812201,1,1,LC MARGIN HELD,1,356000,2018-04-18T15:37:56,2559106,2018-04-18T14:37:00.000000,DOCCR,S,,NPR,2927101,2018-04-18T00:00:00.000000,0,C,SA0371,,NPR,MB2873,1.0,C,,,Y,1,  DC19851,,,,,,,2024-08-07 06:48:28.855
DC1812202,1,1,LC MARGIN HELD,1,356000,2018-04-18T15:41:41,2559106,2018-04-18T14:44:30,DOCCR,S,,NPR,2927101,2018-04-18T00:00:00.000000,0,C,SA0371,,NPR,MB2873,1.0,C,,,Y,1,  DC20001,,,,,,,2024-08-07 06:48:28.855
DC1811780,1,1,LC MARGIN RELEASE,3,179000,2018-04-18T19:08:12,2559106,2018-04-18T18:52:22,DOCCR,M,,NPR,2927101,2018-04-18T00:00:00.000000,0,C,SATISHRS,,NPR,AK2143,2.0,R,,,Y,1,  DC24068,,,,,1.0,,2024-08-07 06:48:28.855
